Id,StarbucksId,Name,BrandName,StoreNumber,PhoneNumber,OwnershipType,Street1,Street2,Street3,City,CountrySubdivisionCode,CountryCode,PostalCode,Longitude,Latitude,TimezoneOffset,TimezoneId,TimezoneOlsonId,FirstSeen,LastSeen
0c474e2f-82ce-498a-8a2a-01e9cebe8067,18077,QFC - Port Hadlock #870,Starbucks,79432-102666,360-385-1070,LS,1890 Irondale Road,,,Port Hadlock,WA,US,983399582,-122.76,48.03,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5178d375-cb7f-4792-ad8e-02467e2cc012,7943,39th & Holgate- Portland,Starbucks,10051-97663,503-771-1552,CO,4437 SE 39th Ave,A,,Portland,OR,US,97202,-122.62,45.49,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a05eef01-94b8-4bdf-b104-024980ae5ad7,7202,Combs Flat Crossing- Prineville,Starbucks,10695-102080,541-447-3049,CO,1590 NE 3rd Street,1,,Prineville,OR,US,977542916,-120.83,44.30,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
997b5b32-7ee5-43a3-ae3f-02e8a30f1e19,15849,Leschi,Starbucks,3238-1636,206/720-4803,CO,121 Lakeside Ave,Ste F,,Seattle,WA,US,981226587,-122.29,47.60,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7a21deda-07cb-4cc8-951d-031d3763d643,10115,Target Arlington T-2192,Starbucks,76672-104564,360-386-4020,LS,16818 Twin Lakes Ave,,,Marysville,WA,US,982714724,-122.19,48.15,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
62de5266-3553-43fb-a182-0339f000c57e,12561,Safeway-The Dalles #1489,Starbucks,74302-77220,541-298-9488,LS,520 Mt. Hood St,,,The Dalles,OR,US,970583555,-121.19,45.60,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b4cc4694-5175-4260-aeef-03630956ceb3,1016024,Albertsons - Baker City #3211,Starbucks,49585-269685,5415192449,LS,1120 Campbell St.,,,Baker City,OR,US,97814,-117.82,44.78,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,9/20/2016 12:00:00 AM,2/3/2017 12:00:00 AM
e50ada4f-9356-4ca9-8313-036318e4777b,17447,Safeway - Bremerton #1467,Starbucks,79559-99766,360-792-9149,LS,900 North Callow,,,Bremerton,WA,US,983123807,-122.65,47.57,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d700119b-6887-4299-bb7c-038498297f89,12500,2nd & Division,Starbucks,8655-93494,509-747-7617,CO,172 S. Divison Street Suite A,A,,Spokane,WA,US,992021509,-117.41,47.65,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e8034197-d8f8-48df-b28a-038cfbd71ae0,13700,Barbur Blvd. & Terwillger,Starbucks,3713-82764,503/245-7540,CO,7421 SW Barbur Boulevard,,,Portland,OR,US,972192886,-122.69,45.47,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
0b4a4a5b-0ab0-45c0-8707-041e5269c200,10828,Safeway #3228 - Puyallup,Starbucks,79757-104110,253-414-1737,LS,5616 176th E,,,Puyallup,WA,US,983759309,-122.35,47.10,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f0437537-59af-40f2-8e22-042ffdfa9f77,14493,Safeway-Mt Vernon #1472,Starbucks,74677-51839,360-424-8160,LS,315 E College,,,Mount Vernon,WA,US,982735431,-122.34,48.44,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3ff12838-e6d6-403b-8a72-0466423b05dd,7464,6th & Sprague - Tacoma,Starbucks,13916-105932,253-272-1023,CO,2008 6th Avenue,,,Tacoma,WA,US,984031045,-122.46,47.26,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c89d42da-969c-4109-8266-04ae553afc82,16623,Safeway-Hillsboro #1230,Starbucks,74303-77222,503-645-6631,LS,2177 NW 185th,,,Hillsboro,OR,US,971247074,-122.87,45.54,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f80d6f6b-c4db-4405-b8cc-04c1838d2104,16117,Albertsons-Ashland #573,Starbucks,73555-79347,541-482-6320,LS,2301 Ashland St,,,Ashland,OR,US,975201407,-122.67,42.19,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b22ff713-114e-489d-9b59-04ef88876f3f,89660,Evolution Fresh Pine Street,Evolution Fresh,16735-175204,206-682-7740,CO,517 Pine Street,,,Seattle,WA,US,98101,-122.34,47.61,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
42909c8c-163e-45c8-8596-050c155a64ff,68743,Safeway-Oregon City #2993,Starbucks,16317-170380,503-655-8155,LS,13434 Colton Pl,,,Oregon City,OR,US,97045,-122.57,45.34,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
0041fab9-e2ea-4d6c-bb4d-051c5fe70779,14989,6th & Union,Starbucks,3289-8665,206/381-3743,CO,1420 5th Ave,,City Center,Seattle,WA,US,981014087,-122.33,47.61,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e6f2bc91-f85d-4408-9a64-056a94ceb96e,17617,Fred Meyer - Redmond #664,Starbucks,72739-69200,425-556-8000,LS,17667 NE 76th St,,,Redmond,WA,US,980524994,-122.10,47.67,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c8df9675-eff1-4396-9420-057d4bb25b7b,14138,Safeway-Seattle #1845,Starbucks,74399-83345,206-494-0433,LS,8704 Greenwood Ave N,,,Seattle,WA,US,981033616,-122.35,47.69,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
2f7f0d32-507e-4ea5-9451-05882d6dbd44,7669,Safeway - Portland/Woodstock #1523,Starbucks,74376-101348,503-788-7600,LS,4515 SE Woodstock,,,Woodstock,OR,US,972066222,-122.62,45.48,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3ca5e850-e65a-4872-907c-058ab5f72965,13304,Safeway-Vancouver #1519,Starbucks,74111-22843,360-891-4245,LS,13719 SE Millplain Blvd.,,,Vancouver,WA,US,986846945,-122.53,45.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b5e0d155-799d-4130-95bb-05a69f4ebfd5,8744,"Salem, OR",Starbucks,411-181,(503) 375-2156,CO,399 Court Street NE,,,Salem,OR,US,973013526,-123.04,44.94,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
aeae4315-11b7-442d-9c10-05d03c7677ed,91363,164th & Bothell Hwy,Starbucks,18628-193714,425-745-0220,CO,16314 Bothell Everett Hwy,,,Mill Creek,WA,US,98012,-122.22,47.85,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
886cc736-6736-4da1-a7dd-062c531a7a81,51997,7th & Washington- Eugene,Starbucks,3409-155584,5416840984,CO,495 West 7th Avenue,Suite 1,,Eugene,OR,US,974012511,-123.10,44.05,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3ba79ee9-9fa9-4d81-94d8-067e8ff4cfeb,7084,Valley Plaza- Beaverton,Starbucks,10169-99666,503-292-1573,CO,9350 SW Beaverton HIllsdale Hwy,,,Beaverton,OR,US,970053313,-122.77,45.49,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
ada1d05d-684f-4e21-9e3d-06ac68610843,1014925,Fred Meyer - Covington #53,Starbucks,28275-198785,253-639-7400,LS,16735 SE 272nd Street,,,Covington,WA,US,98042,-122.12,47.36,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,6/7/2016 12:00:00 AM,2/3/2017 12:00:00 AM
ca0dc482-711d-4259-8f5f-070ff81d007a,17762,GEG C 21,Starbucks,75930-103584,509-838-9740,LS,9000 West Airport Drive,,,Spokane,WA,US,992249437,-117.54,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
0b0f65f5-7a4b-4a5a-b650-0747c39019e3,14270,SW Elligsen & I-5,Starbucks,2795-83781,503-582-0215,CO,25600 SW Argyle,Suite A,,Wilsonville,OR,US,970704701,-122.77,45.34,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
420d9725-1973-4014-8353-07fa828b8154,10421,Fred Meyer - Monroe #210,Starbucks,79325-103050,360-805-8100,LS,18805 State Route 2,,,Monroe,WA,US,982721438,-121.98,47.86,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
aae80f7b-f66a-40f8-b2e9-0842d0747f6c,8136,"244 Ellendale Ave- Dallas, OR",Starbucks,10170-96331,503-623-5231,CO,244 E Ellendale Ave,1,,Dallas,OR,US,973381523,-123.31,44.93,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f6166f75-324b-454f-a4b9-08a1ecd00b7a,12288,Wallingford,Starbucks,336-81,(206) 548-9507,CO,2110 North 45th,,,Seattle,WA,US,981036902,-122.33,47.66,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
4f0e5d64-d068-4900-b60d-08b2ef9f49e2,11147,S. Sammish Way & 36th St,Starbucks,3290-8505,360-756-8535,CO,222 36th Street,,Sehome Village,Bellingham,WA,US,982256540,-122.47,48.73,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
862aed8b-9531-483c-8075-08c285538dc5,1005248,Clearwater & Columbia,Starbucks,17902-182866,509-735-1235,CO,7600 W Clearwater Ave,,,Kennewick,WA,US,99336,-119.22,46.21,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
63d0bb77-95ab-4d5f-ba37-08eba5de5813,1008958,Center & Garfield,Starbucks,21869-211218,5417721311,CO,1374 Center Drive,100,,Medford,OR,US,97501,-122.85,42.31,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,10/3/2014 12:00:00 AM,2/3/2017 12:00:00 AM
5135fbe5-a27b-44d4-937a-097e5945f1d5,1007874,Hwy 12 & Old Hwy 99 SW,Starbucks,23042-220924,3602739769,CO,19725 Old Hwy 99 SW,,,Rochester,WA,US,98579,-123.01,46.80,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,10/15/2014 12:00:00 AM,2/3/2017 12:00:00 AM
a70bf46a-aeb4-43ec-b069-09b4608ef483,13058,University Village North,Starbucks,3394-75960,206-522-6410,CO,2650 NE 49th ST,,University Village,Seattle,WA,US,981055010,-122.30,47.66,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
9b1827ba-0ac2-4bd0-aa92-0a0e40d74e88,15973,Barkley Village,Starbucks,3304-2764,360/671-6103,CO,2915 New Market Street,Suite 107,Barkley Village II,Bellingham,WA,US,982263868,-122.44,48.77,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
27b0a0f7-fe7f-4ba8-8861-0a1c481b2503,11512,Safeway-Seaside #1260,Starbucks,74362-80255,503-738-7122,LS,401 S Roosevelt,,,Seaside,OR,US,971386745,-123.92,45.99,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
014d2bdc-9fdd-4786-bfe4-0a3ab6991a5d,10507,Keizer Station - Keizer,Starbucks,13862-101607,503-463-1044,CO,2555 Jorie Lane NE,101,Keizer Station Village Center,Keizer,OR,US,97307,-123.00,45.01,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
6c7ab07e-9a2e-475b-a5f8-0a4ffb9bd3b6,13448,NE Stadium Way & N Grand Ave,Starbucks,3358-40985,509-334-0800,CO,421 NE Stadium Way,,Stadium Way Retail Center,Pullman,WA,US,991633825,-117.17,46.74,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3f1813e5-d432-44ac-b60e-0a80d3e98cfc,14428,Highway 20th E & 27th,Starbucks,8771-81901,541-322-0670,CO,583 NE Bellevue Drive,,,Bend,OR,US,977019591,-121.26,44.06,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5ef84fe1-7d0c-4b61-998e-0a893d97ddd0,18324,SE 102nd and Stark,Starbucks,14044-108071,(503) 252-1360,CO,10215 SE Stark,,,Portland,OR,US,972162741,-122.56,45.52,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a50bd27a-9ec8-46fd-b341-0a8de068412d,18315,QFC-Bellevue #874 (Bel-East),Starbucks,72575-103057,4256532162,LS,1510 145th Pl SE,,,Bellevue,WA,US,980075593,-122.15,47.60,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8ac02b99-8e8b-4dd6-a80b-0aa0fdf5de14,1016459,Providence Portland Medic Ctr,Starbucks,47990-255371,503-215-5389,LS,4805 Ne Glisan,,,Portland,OR,US,97213,-122.61,45.53,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,11/23/2016 12:00:00 AM,2/3/2017 12:00:00 AM
4774353d-0cfc-4b76-81d6-0ac0e551362e,7179,Safeway - Centralia #1495,Starbucks,74967-101071,360-330-0884,LS,1129 Harrison Ave,,,Centralia,WA,US,985311852,-122.98,46.73,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
9461cbeb-29f6-4a95-be1f-0adf11f005f8,16739,West Linn,Starbucks,424-161,(503) 656-7516,CO,22000 Willamette Drive,,,West Linn,OR,US,970683275,-122.61,45.37,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1d64d3eb-0c7d-47ca-8889-0af861ec4174,69993,8th & Virginia - Seattle,Starbucks,13011-153306,206-467-5103,CO,2001 8th Ave,100,,Seattle,WA,US,981212615,-122.34,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
30efb62d-6381-4d5c-8720-0b331f98fd17,15239,Sellwood/West Moreland,Starbucks,413-183,(503) 230-9603,CO,7001 SE Milwaukee Ave,,,Portland,OR,US,972025718,-122.65,45.47,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1523e604-810e-4c41-8b58-0b36446f2575,18168,Safeway - Boring #521,Starbucks,79622-104108,503-658-7000,LS,20151 SE 212th,,,Damascus,OR,US,970899220,-122.46,45.42,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
99a990aa-7267-44e4-a8ed-0b472d9551b9,15843,Beaumont,Starbucks,437-148,(503) 282-0147,CO,4633 NE Fremont St,,,Portland,OR,US,972131723,-122.62,45.55,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
04d529a7-e2bf-4137-bd84-0ba6de67a5d1,12180,Ferndale Haggens,Starbucks,3265-1725,360-312-8106,CO,1815 Main Street,,,Ferndale,WA,US,982489454,-122.58,48.84,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7a3b0d20-2262-450d-9864-0bc98b6c749b,13916,1616 Bentley Dr,Starbucks,2984-88120,360-698-7818,CO,7034 St Hwy 303 NE,,,Bremerton,WA,US,983113812,-122.63,47.63,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
b1e02846-1830-431a-8a95-0c41b58a31e8,9049,Eugene,Starbucks,422-157,541-465-9813,CO,205 E. 18th Street,,,Eugene,OR,US,974014108,-123.09,44.04,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
2b894c3e-f045-450c-be75-0c5fde51085b,1013321,Target Bend T-766,Starbucks,76631-99428,541-330-1434,LS,63435 N Hwy 97,,,Bend,OR,US,97703,-121.30,44.10,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,9/29/2015 12:00:00 AM,2/3/2017 12:00:00 AM
aeeec4ea-d051-4b7f-9fd2-0d0e51d7b688,16037,West Hollywood,Starbucks,419-163,(503) 284-9907,CO,3030 NE Weidler,,,Portland,OR,US,972321851,-122.64,45.53,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
9d11904e-d79f-43c6-a3ad-0d598c259f96,7751,QFC - University Village #807,Starbucks,73957-102105,206-523-5160,LS,2746 NE 45th Street,,,Seattle,WA,US,981055099,-122.30,47.66,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e95fed53-672d-46ee-9757-0d65e45104cd,1012773,Teavana - Bellevue,Teavana,28577-249739,425-451-1880,CO,234 BELLEVUE SQUARE,,Bellevue,Bellevue,WA,US,98004,-122.20,47.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,7/11/2015 12:00:00 AM,2/3/2017 12:00:00 AM
6d0d39c1-649b-4e33-81a2-0dd3b3bd2594,14356,4637 Sunset Blvd.,Starbucks,9503-94480,425-917-9821,CO,4637 NE Sunset Boulevard,,,Renton,WA,US,980594005,-122.16,47.51,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
913fa825-3833-4975-aeee-0e87c80dedc0,13062,N. 40th & River Rd,Starbucks,3407-83085,509 4690946,CO,1208 North 40th,,Yakima Fred Meyer,Yakima,WA,US,989088661,-120.56,46.62,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5beec8d8-c4c1-4e74-b9cd-0f1e65d74639,14278,Fred Meyer-Sumner #665,Starbucks,72785-87983,253-826-8400,LS,1201 E Valley Ave,,,Sumner,WA,US,983903225,-122.23,47.20,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
90b82699-8d51-4fde-b334-0f4b4d86690d,15049,Safeway-Beaverton #2631,Starbucks,74325-79122,503-590-9755,LS,14555 SW Teal Blvd,,,Beaverton,OR,US,970076193,-122.83,45.44,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7b98d705-d311-4118-a046-0f602532f986,1016602,PDX - Pre-Security,Starbucks,47403-256547,9492937242,LS,7000 NE Airport Way,,,Portland,OR,US,97218,-122.59,45.59,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,1/11/2017 12:00:00 AM,2/3/2017 12:00:00 AM
6eb51fbc-6d4a-46a7-b258-0f6b78645676,6450,180th & W Valley Hwy - Kent,Starbucks,11665-88085,425-251-3267,CO,18016 71st Ave. S.,101,,Kent,WA,US,980321025,-122.24,47.44,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1ac52e71-ca6d-461f-b82c-0faef1667f53,11225,Olympic Dr NW - Gig Harbor,Starbucks,3388-76041,253/853-7047,CO,5001 Olympic Drive NW,Suite 103,,Gig Harbor,WA,US,983351779,-122.58,47.30,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d5b035d2-6160-495e-a06c-0fdf4f474c65,12381,Capital Mall,Starbucks,8968-72801,360-754-0121,CO,625 Black Lake Boulevard,Suite 165,Capital Mall,Olympia,WA,US,985028778,-122.93,47.04,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
13c3e496-e8f2-4249-a807-100afe16cdfa,9082,Pioneer Courthouse,Starbucks,401-172,(503) 223-2488,CO,720 SW Broadway,,,Portland,OR,US,972053315,-122.68,45.52,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8f20d326-502d-4e59-9190-1050eec9d1ab,14424,"SEA SeaTac Concourse B, Gate 8",Starbucks,75666-93768,,LS,2580 S 156th St,,,Seattle,WA,US,981581132,-122.30,47.44,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a11238d9-494b-4041-8bff-10cc721b3f8c,91103,W. 11th & Acorn Park - Eugene,Starbucks,17920-172645,5413431041,CO,3110 W. 11th Avenue,,,Eugene,OR,US,97402,-123.14,44.05,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
2216f7c6-9e20-4658-8b29-10e16b5c7cd2,10919,Safeway - Tacoma #1246,Starbucks,5073-139827,253-564-7029,LS,6201 6th Ave,,,Tacoma,WA,US,984062019,-122.52,47.26,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
5f755738-f229-4c8d-b31b-10fd2d5ed3da,18787,Safeway-Everett #503,Starbucks,8088-139830,425-337-0886,LS,11031 19th Ave SE,,,Everett,WA,US,982085144,-122.21,47.90,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
21ee125f-12c6-423d-bfc6-10feb431f63c,1013014,Fred Meyer-Renton #459,Starbucks,25971-96225,425-204-5233,LS,365 Renton Center Way SW,,,Renton,WA,US,980572324,-122.22,47.48,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,9/29/2015 12:00:00 AM,2/3/2017 12:00:00 AM
09da486f-31ca-4529-b550-112ff9f3c254,15718,2nd & Lenora,Starbucks,3296-9257,206-441-1388,CO,211 Lenora,,,Seattle,WA,US,981212235,-122.34,47.61,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
